cell_id,A_E2SFCA,A_per_10k,pop,A_norm01,A_pct
4432,0.0002269103944,2.269103944,3,0.5914653937358837,90.9132682366456
4433,0.0002192181191,2.192181191,0,0.571414683185273,89.87937966685813
4434,0.0002115463084,2.115463084,0,0.5514173157295374,88.9488799540494
4435,0.0002027001166,2.027001166,0,0.5283588025667304,87.59333716255026
4436,0.0001935433111,1.935433111,0,0.504490642693573,86.24928202182653
4437,0.0001825797353,1.825797353,0,0.47591294930739375,84.49167145318782
4438,0.0001738451373,1.738451373,0,0.4531453169172812,83.03273980470993
4439,0.0001653012623,1.653012623,1,0.4308748237375065,81.27512923607122
4440,0.0001571179012,1.571179012,6,0.40954404729646743,79.50603101665709
4441,0.0001494295885,1.494295885,1,0.38950366567228345,77.80585870189546
4442,0.0001423324692,1.423324692,9,0.3710042907438468,76.34692705341757
4443,0.0001358831342,1.358831342,5,0.3541934325405629,74.97989661114303
4444,0.000130099388,1.30099388,27,0.3391175003317411,73.72774267662263
4445,0.0001249628193,1.249628193,2,0.32572850316116053,72.46410109132682
4446,0.000120422959,1.20422959,0,0.3138948881037914,71.3957495692131
4447,0.0001164027414,1.164027414,46,0.30341577544799886,70.33888569787479
4448,0.0001128049271,1.128049271,30,0.29403770064818663,69.14417001723147
4449,0.0001095191135,1.095191135,0,0.28547288791756836,68.37449741527858
4450,0.0001064289368,1.064289368,16,0.2774180229854798,67.40953475014359
4451,0.0001034190824,1.034190824,12,0.2695725264294891,66.37564618035611
4452,0.000100381737,1.00381737,11,0.26165537174085896,65.53704767375072
4453,9.722216971e-05,0.9722216971,3,0.25341963306455767,64.53762205628949
4454,9.343502054e-05,0.9343502054,0,0.24354803735871292,63.239517518667434
4455,8.897627618e-05,0.8897627618,3,0.23192585938212282,61.82653647329121
4456,8.536181407e-05,0.8536181407,0,0.22250439034502795,60.5628948879954
4457,8.066855892e-05,0.8066855892,8,0.210270935758085,58.82825962090752
4458,7.653316658e-05,0.7653316658,6,0.199491608239405,56.63411832280298
4459,7.205340971e-05,0.7205340971,0,0.18781465898389932,54.35956346927053
4460,6.667830103e-05,0.6667830103,12,0.17380388270282224,51.889718552556005
4461,6.187586809e-05,0.6187586809,53,0.16128584492293957,49.580700746697296
4462,5.664183949e-05,0.5664183949,609,0.1476428084507246,47.237219988512344
4463,5.16655083e-05,0.516655083,327,0.13467148691018302,44.8248133256749
4464,4.669074834e-05,0.4669074834,127,0.12170426094301989,42.492820218265365
4465,4.136184544e-05,0.4136184544,0,0.10781392480278712,39.896611143021254
4466,3.674326468e-05,0.3674326468,0,0.09577511673082699,37.51866743251005
4467,3.232332908e-05,0.3232332908,32,0.08425409779798408,35.15221137277427
4468,2.815838854e-05,0.2815838854,1167,0.0733977498422571,32.67087880528432
4469,2.429105144e-05,0.2429105144,131,0.06331713600960628,30.20103388856979
4470,1.976081928e-05,0.1976081928,563,0.05150861769419604,26.892590465249853
4471,9.81017125e-05,0.981017125,0,0.2557122522456687,64.81332567489947
4472,0.0001122663332,1.122663332,0,0.29263379998524175,69.01780585870189
4473,0.000127747583,1.27747583,0,0.3329872775449307,72.99253302699597
4474,0.0001444731713,1.444731713,0,0.37658425200474765,76.79494543365881
4475,0.0001632883865,1.632883865,0,0.42562805493814637,80.79264790350373
4476,0.0001823821078,1.823821078,0,0.47539781280423965,84.45720850086157
4477,0.0002025094061,2.025094061,0,0.5278616959389344,87.5473865594486
4478,0.0002229700718,2.229700718,0,0.5811945356545785,90.51120045950604
4479,0.0002436412524,2.436412524,0,0.6350761042133635,92.98104537622056
4480,0.0002646175472,2.646175472,0,0.6897529844673868,95.14072372199885
4481,0.000284738099,2.84738099,0,0.7421992821525942,96.82940838598506
4482,0.0003039511531,3.039511531,0,0.7922800932946921,97.54164273406089
4483,0.0003218545597,3.218545597,0,0.8389471728786083,98.18495117748421
4484,0.0003378204668,3.378204668,0,0.8805639597791031,98.69040781160253
4485,0.0003520835332,3.520835332,0,0.917742116409891,99.11545089029293
4486,0.0003639722508,3.639722508,7,0.9487312875093122,99.44859276278001
4487,0.000373223611,3.73223611,3,0.9728459139800574,99.68983342906375
4488,0.0003796407089,3.796407089,0,0.9895727428505519,99.862148190695
4489,0.0003831002397,3.831002397,0,0.9985903674162929,99.96553704767375
4490,0.0003835565378,3.835565378,0,0.9997797555714326,99.98851234922458
4491,0.0003824466543,3.824466543,0,0.9968867295244581,99.95404939689834
4492,0.0003775156325,3.775156325,0,0.9840335115915857,99.82768523836876
4493,0.0003700144659,3.700144659,0,0.9644809456182243,99.60941987363584
4494,0.0003595609633,3.595609633,0,0.937232810742883,99.32222860425043
4495,0.0003478846887,3.478846887,137,0.906797394278518,98.98908673176335
4496,0.000334517666,3.34517666,33,0.871954868156092,98.58701895462379
4497,0.0003198294949,3.198294949,121,0.8336686321910395,98.08156232050545
4498,0.0003050974988,3.050974988,7,0.7952681618342615,97.57610568638714
4499,0.0002891384545,2.891384545,0,0.7536692635312232,97.04767375071798
4500,0.0002730110952,2.730110952,0,0.7116316347856686,95.94485927627801
4501,0.0002570457168,2.570457168,0,0.6700162259963639,94.43997702469845
4502,0.0002415963586,2.415963586,0,0.6297458771880076,92.7398047099368
4503,0.0002267966149,2.267966149,0,0.5911688157102515,90.90178058587018
4504,0.0002129006809,2.129006809,0,0.5549476276224579,89.10970706490524
4505,0.0002000580876,2.000580876,4,0.5214720809298541,87.26019529006318
4506,0.0001897837725,1.897837725,0,0.4946910167919301,85.62894887995405
